run,step,time_ns_within_run,potential_energy_kj_mol,temperature_k
run_001,470000,1.88,-399634.66491252556,302.52039088666766
run_001,480000,1.92,-399725.3256975147,301.3444608911836
run_001,490000,1.96,-400830.05392401177,301.2171746565601
run_001,500000,2.0,-400325.0414889783,303.6234505000549
run_001,510000,2.04,-400679.0358706841,300.43052729838286
run_001,520000,2.08,-398748.9067566856,300.44311112881724
run_001,530000,2.12,-399223.5188823284,301.85326359161166
run_001,540000,2.16,-400359.2955554386,302.14174395541824
run_001,550000,2.2,-400785.2160755864,299.5054314794228
run_001,560000,2.24,-401055.635563147,301.72123867607144
run_001,570000,2.28,-400810.02970966604,303.07126254323396
run_001,580000,2.32,-401220.4863145163,299.78248635701914
run_001,590000,2.36,-400485.6534780094,303.69045018301597
run_001,600000,2.4,-399810.21578561864,299.84445777300755
run_001,610000,2.44,-398549.9086947995,301.8540270457594
run_001,620000,2.48,-400949.6438982126,298.4145081543833
run_001,630000,2.52,-399308.87335454347,300.00578353221607
run_001,640000,2.56,-399928.83072196995,300.32127437724785
run_001,650000,2.6,-399997.6036790712,301.66932379402846
run_001,660000,2.64,-400833.12509394344,301.9073108800671
run_001,670000,2.68,-400331.53060410195,300.3228539375534
run_001,680000,2.72,-400366.8337872233,301.83170259344064
run_001,690000,2.76,-400415.0673044319,303.73520439167373
run_001,700000,2.8,-400059.666780632,300.0927646530426
run_001,710000,2.84,-400121.4996471759,303.23566844503836
run_001,720000,2.88,-400350.8032161235,300.75602202535
run_001,730000,2.92,-398958.3961713987,302.5869956795524
run_001,740000,2.96,-399660.9846844217,301.1616531118194
run_001,750000,3.0,-399269.3793788834,300.5761890845612
run_001,760000,3.04,-400851.9728293787,302.1997927966479
run_001,770000,3.08,-400783.6083348412,302.0488131574408
run_001,780000,3.12,-399997.7922504365,304.9562834858919
run_001,790000,3.16,-399815.6980744621,296.88762618500755
run_001,800000,3.2,-400319.7933473734,302.65304762633014
run_001,810000,3.24,-400067.34154393454,301.17036701950514
run_001,820000,3.28,-400741.54970097146,302.70796367295367
run_001,830000,3.32,-400391.54361549113,303.7128272873449
run_001,840000,3.36,-398668.6810833467,299.84735363356776
run_001,850000,3.4,-400670.55630442686,303.3931769335084
run_001,860000,3.44,-400009.47549402574,302.491827171142
run_001,870000,3.48,-399754.2783882823,304.9296678947431
run_001,880000,3.52,-400124.144239597,304.10974446612863
run_001,890000,3.56,-400963.0657780161,302.4619734813668
run_001,900000,3.6,-399194.8749473898,301.2075656647012
run_001,910000,3.64,-399535.2638567912,301.27653979804427
run_001,920000,3.68,-401041.2048259948,300.36160581704996
run_001,930000,3.72,-399875.6629294106,302.8197702165827
run_001,940000,3.76,-400838.8203079414,301.60448284348496
run_001,950000,3.8,-400504.4973014991,301.64073375249774
run_001,960000,3.84,-399414.75412346236,300.3989360922715
run_001,970000,3.88,-399404.02926993044,300.00209789150307
run_001,980000,3.92,-401127.3796172661,302.0795356053841
run_001,990000,3.96,-400597.3572132436,298.5511137948097
run_001,1000000,4.0,-399500.5038638159,299.701007371257
run_001,1010000,4.04,-400077.0116704842,301.5868444200728
run_001,1020000,4.08,-400962.84865930025,301.424018078574
run_001,1030000,4.12,-400053.7002492058,299.7530538833254
run_001,1040000,4.16,-400271.36476008897,300.7725547565482
run_001,1050000,4.2,-400346.4557630711,299.10051119509086
run_001,1060000,4.24,-399922.07465786184,303.20444580299835
run_001,1070000,4.28,-400198.74664009083,301.6577666777927
run_001,1080000,4.32,-400146.7473988207,302.63740997930506
run_001,1090000,4.36,-400400.16815410135,300.96963123067275
run_001,1100000,4.4,-400221.118752287,298.26463420739015
run_001,1110000,4.44,-399442.2372211381,304.0683599861228
run_001,1120000,4.48,-399264.37693495746,302.5030157233064
run_001,1130000,4.52,-400104.2478427498,302.2754010832743
run_001,1140000,4.56,-399017.32500105095,303.7653739935101
run_001,1150000,4.6,-400117.87049802486,302.30712391941114
run_001,1160000,4.64,-400205.57230335893,302.8566529497176
run_001,1170000,4.68,-401544.7806919848,299.93544044660814
run_001,1180000,4.72,-399985.406098641,303.65720043858386
run_001,1190000,4.76,-401431.46761149145,300.64203042329825
run_001,1200000,4.8,-401091.21236753045,298.8792674482911
run_001,1210000,4.84,-398509.7770882144,298.30101674642833
run_001,1220000,4.88,-399480.81690534134,302.0311484080235
run_001,1230000,4.92,-400360.41140764696,302.92196776835283
run_001,1240000,4.96,-399429.11843836564,303.61168277577843
run_001,1250000,5.0,-400334.48245266057,302.0513141279246
run_001,1260000,5.04,-399752.23892214266,300.1476806996661
run_001,1270000,5.08,-400555.47260202235,300.8403705456672
run_001,1280000,5.12,-399158.1751107329,300.4074393919165
run_001,1290000,5.16,-401143.0954842295,299.5257551553544
run_001,1300000,5.2,-399991.34778514947,300.6643548756169
run_001,1310000,5.24,-399885.5791398687,302.07047945963217
run_001,1320000,5.28,-399346.5218358822,301.92621295172376
run_001,1330000,5.32,-399045.0417447174,303.5958081947075
run_001,1340000,5.36,-399274.8461157216,301.2576640523927
run_001,1350000,5.4,-399853.0847614785,301.17642200067644
run_001,1360000,5.44,-400449.1343847555,300.02734453038704
run_001,1370000,5.48,-400408.10467248154,302.0653722146441
run_001,1380000,5.52,-399757.3217823941,305.4158828828015
run_001,1390000,5.56,-399914.3013335697,301.58473833966536
run_001,1400000,5.6,-400605.468882557,302.02848948150915
run_001,1410000,5.64,-400344.8035055022,301.3334302950497
run_001,1420000,5.68,-400166.8509218814,303.9994385047899
run_001,1430000,5.72,-401197.9764676974,300.7775566975158
run_001,1440000,5.76,-400942.652793135,304.2336609721003
run_001,1450000,5.8,-399781.9033343757,303.26589069888485
run_001,1460000,5.84,-399874.9771727335,301.18876889706496
run_001,1470000,5.88,-400383.1834697579,304.26151388548845
run_001,1480000,5.92,-399866.00528831757,302.32984326180616
run_001,1490000,5.96,-401115.7767783676,302.0095084318373
run_001,1500000,6.0,-400159.41790082515,301.42451827267075
run_001,1510000,6.04,-399849.66827488295,304.19045999774306
run_001,1520000,6.08,-400153.5941654816,300.95120302710774
run_001,1530000,6.12,-400187.19726263545,304.09310643091
run_001,1540000,6.16,-399277.8284184835,300.889705479211
run_001,1550000,6.2,-401497.52104931837,301.0044868614155
run_001,1560000,6.24,-400028.3564260206,302.5244450914519
run_001,1570000,6.28,-399221.7186538852,302.25481414729177
run_001,1580000,6.32,-399225.2703388685,302.9125430585296
run_001,1590000,6.36,-399432.1814229253,301.86708474428536
run_001,1600000,6.4,-400422.13899671426,300.24929907932426
run_001,1610000,6.44,-399436.2933774672,303.3818830773236
run_001,1620000,6.48,-399160.86965179606,303.60362701822004
run_001,1630000,6.52,-399722.3429789655,300.3700301386797
run_001,1640000,6.56,-399331.0357021347,300.2027283763151
run_001,1650000,6.6,-399650.3421866279,300.34699488422353
run_001,1660000,6.64,-400305.4674303797,303.65101382738703
run_001,1670000,6.68,-400981.84259248036,299.71182735935014
run_001,1680000,6.72,-399461.72724089073,302.86118102259366
run_001,1690000,6.76,-399178.1444386591,302.8320381349559
run_001,1700000,6.8,-399178.85135580506,300.5276702571752
run_001,1710000,6.84,-398188.96199567686,300.25051007555845
run_001,1720000,6.88,-401097.8504827095,301.8809322229642
run_001,1730000,6.92,-400569.25712437485,302.9683541893263
run_001,1740000,6.96,-400245.881305567,302.4731620335312
run_001,1750000,7.0,-399333.9766196206,301.74322089032387
run_001,1760000,7.04,-399345.6419697779,303.8173415275632
run_001,1770000,7.08,-399680.0345311754,299.20294568090685
run_001,1780000,7.12,-400738.704094836,298.957824247488
run_001,1790000,7.16,-399765.58421398164,303.9585805448859
run_001,1800000,7.2,-400834.90543253394,301.39821859358307
run_001,1810000,7.24,-399926.2288206718,302.18573470992834
run_001,1820000,7.28,-400261.1182171134,303.08961176878364
run_001,1830000,7.32,-399393.1855295815,303.3873062343727
run_001,1840000,7.36,-400490.1788301517,299.4607825747854
run_001,1850000,7.4,-400683.2766235075,302.0615812699108
run_001,1860000,7.44,-400643.11837142357,304.573819283904
run_001,1870000,7.48,-400749.2052667409,301.26535124587986
run_001,1880000,7.52,-400903.9231413144,302.7604840531137
run_001,1890000,7.56,-399710.2188847801,301.13785440321556
run_001,1900000,7.6,-400999.95649450296,302.374913382525
run_001,1910000,7.64,-400206.78596249805,300.8448196405278
run_001,1920000,7.68,-400829.59294176986,300.9513609831383
run_001,1930000,7.72,-400252.4645450646,301.12542852881177
run_001,1940000,7.76,-399255.1436573728,301.24315842358664
run_001,1950000,7.8,-399868.8147095649,301.3094736304153
run_001,1960000,7.84,-399008.1385702628,304.27838885475296
run_001,1970000,7.88,-399426.04800995206,300.52232607814136
run_001,1980000,7.92,-400018.16944899526,301.5166329644904
run_001,1990000,7.96,-400608.1585614532,299.3793299150284
run_001,2000000,8.0,-400178.8107079454,300.28910399902446
run_001,2010000,8.04,-400152.91353924945,303.07107826119835
run_001,2020000,8.08,-400751.60018758057,301.15707238693324
run_001,2030000,8.12,-400171.5282935302,303.0620484414515
run_001,2040000,8.16,-400983.1454844484,303.0252446863318
run_001,2050000,8.2,-399280.78359967447,301.7773393929241
run_001,2060000,8.24,-399509.95083599957,302.5198380405607
run_001,2070000,8.28,-400387.2556686187,304.83586833859755
run_001,2080000,8.32,-400498.3612417057,300.19401446862935
run_001,2090000,8.36,-399361.6510372474,301.69909850578836
run_001,2100000,8.4,-399860.43910897314,300.7926678244391
run_001,2110000,8.44,-398592.96959638875,300.41020362245126
run_001,2120000,8.48,-400360.7601021603,302.02714685524944
run_001,2130000,8.52,-400329.2174872479,305.66879681372785
run_001,2140000,8.56,-399881.1842198989,301.5112624594514
run_001,2150000,8.6,-400111.0487303622,302.54584813359236
run_001,2160000,8.64,-400444.1531806851,300.98071447881676
run_001,2170000,8.68,-400962.5192173172,300.47859858368224
run_001,2180000,8.72,-401185.1771085707,301.3071306159621
run_001,2190000,8.76,-399466.1219792515,303.373774667755
run_001,2200000,8.8,-399125.3249846916,300.8351316706537
run_001,2210000,8.84,-400851.1632455187,300.05817228235065
run_001,2220000,8.88,-401559.80898824777,301.6139338793132
run_001,2230000,8.92,-400147.52502904995,304.98134584274015
run_001,2240000,8.96,-400378.5182702644,302.06679381891917
run_001,2250000,9.0,-398930.53159308084,300.80846342749476
run_001,2260000,9.04,-400310.20708754356,299.4307446029746
run_001,2270000,9.08,-400238.1766311778,300.4289214120722
run_001,2280000,9.12,-399882.08532168367,302.19400107552747
run_001,2290000,9.16,-400343.14894907176,301.1120549182246
run_001,2300000,9.2,-400108.78168210434,299.79925602226325
run_001,2310000,9.24,-401040.20233382797,303.22908694376514
run_001,2320000,9.28,-399614.49416152295,301.9457205214975
run_001,2330000,9.32,-400554.3267853707,302.3769668109222
run_001,2340000,9.36,-399419.0688407549,303.4478560460861
run_001,2350000,9.4,-399287.22123356117,303.42395203346183
run_001,2360000,9.44,-399682.7252527005,301.79811061094233
run_001,2370000,9.48,-399427.44974141056,302.2531292829658
run_001,2380000,9.52,-400048.377289823,299.68171040952404
run_001,2390000,9.56,-400194.49820985505,302.68448087641093
run_001,2400000,9.6,-400148.33906537504,303.2397226498226
run_001,2410000,9.64,-399832.05496717314,304.72919536596163
run_001,2420000,9.68,-400796.7971850417,300.6799661966369
run_001,2430000,9.72,-399459.0857932125,303.3576631526382
run_001,2440000,9.76,-400436.1087412413,300.4438745829649
run_001,2450000,9.8,-400476.13471912174,301.15135964382813
run_001,2460000,9.84,-400355.81255948613,303.2715771159849
run_001,2470000,9.88,-399608.4209264261,299.86617672720905
run_001,2480000,9.92,-400609.5095449665,304.13949285188346
run_001,2490000,9.96,-399320.88921485725,302.2782442918243
run_001,2500000,10.0,-400707.7708443471,302.3559586588582
run_001,2510000,10.04,-400375.4940538574,301.0207036805527
run_001,2520000,10.08,-400537.3691225203,300.3798760645844
run_001,2530000,10.12,-400441.5874886727,299.9119839760705
run_001,2540000,10.16,-399138.8345722393,306.6385678633303
run_001,2550000,10.2,-400795.5741928383,300.906159232394
run_001,2560000,10.24,-400653.7421779835,302.0872754508813
run_001,2570000,10.28,-401246.81883828365,302.7614581153022
run_001,2580000,10.32,-399536.96823581704,300.085498675637
run_001,2590000,10.36,-400205.42710961564,301.21791178470266
run_001,2600000,10.4,-400389.86581626744,303.9138789882384
run_001,2610000,10.44,-400180.79781664326,299.390571119203
run_001,2620000,10.48,-400812.9070593293,297.1153724550651
run_001,2630000,10.52,-399715.83437719685,298.8845063233046
run_001,2640000,10.56,-399353.03628486884,299.43758936429873
run_001,2650000,10.6,-400519.44825439807,302.93560463899087
run_001,2660000,10.64,-399671.33654627507,303.1774879737833
run_001,2670000,10.68,-399210.717890003,303.6000203555223
run_001,2680000,10.72,-399952.1381071408,303.23974897582775
run_001,2690000,10.76,-400191.0720247871,301.57244409528704
run_001,2700000,10.8,-399612.88675609743,303.79014676430234
run_001,2710000,10.84,-400587.53762776847,300.1469172455184
run_001,2720000,10.88,-400428.458100199,299.30019394371953
run_001,2730000,10.92,-400091.39259560383,303.3661401262781
run_001,2740000,10.96,-399879.94962879526,302.3798363454773
run_001,2750000,11.0,-401067.0783859289,302.82282403317345
run_001,2760000,11.04,-400073.0180860902,300.6877850201495
run_001,2770000,11.08,-400497.9931409026,302.0895658133244
run_001,2780000,11.12,-399864.34558543586,298.3530632584968
run_001,2790000,11.16,-400092.62570537743,300.86553820653586
run_001,2800000,11.2,-399242.90169879375,303.0076852409349
run_001,2810000,11.24,-400255.7864748447,304.1024258367128
run_001,2820000,11.28,-400457.05137047986,299.5744056127658
run_001,2830000,11.32,-399763.83308168454,299.1353668258336
run_001,2840000,11.36,-398862.8822007319,303.1931519468135
run_001,2850000,11.4,-400162.0434257006,299.9404423875758
run_001,2860000,11.44,-400931.39028405957,301.69264863454066
run_001,2870000,11.48,-402121.1676161487,302.387391908939
run_001,2880000,11.52,-400034.2483763811,303.06323311168063
run_001,2890000,11.56,-399807.39723188477,300.9363814862405
run_001,2900000,11.6,-400420.782002195,303.78688233967085
run_001,2910000,11.64,-400230.3527695474,299.5366014694526
run_001,2920000,11.68,-400673.1101524283,301.4021148423368
run_001,2930000,11.72,-400640.259125771,298.5776504079433
run_001,2940000,11.76,-401126.3141051354,300.7909829601131
run_001,2950000,11.8,-398492.1235660827,302.599368901946
run_001,2960000,11.84,-400253.58704278525,299.87618060914434
run_001,2970000,11.88,-401470.5673349581,301.6865936533693
run_001,2980000,11.92,-400441.79805552657,302.4284341508786
run_001,2990000,11.96,-398501.261569018,299.1991547361734
run_001,3000000,12.0,-400606.93985719397,300.1696892399236
run_001,3010000,12.04,-399908.8637165129,298.7311836696443
run_001,3020000,12.08,-400694.9515204851,300.20433426262576
run_001,3030000,12.12,-400903.0052579418,300.4802834480082
run_001,3040000,12.16,-399464.1218753364,303.70974714474903
run_001,3050000,12.2,-399786.48369656294,301.8686116525808
run_001,3060000,12.24,-400944.7666598209,300.57116081758846
run_001,3070000,12.28,-400610.72763013607,300.9459115000841
run_001,3080000,12.32,-400357.0737449024,300.1263039835308
run_001,3090000,12.36,-401576.06890292116,301.57339183147036
run_001,3100000,12.4,-399745.0671400991,300.8888103950379
run_001,3110000,12.44,-399533.078705966,300.8951812882703
run_001,3120000,12.48,-399867.1296153269,301.4239127745536
run_001,3130000,12.52,-400699.9081274222,303.32596664250656
run_001,3140000,12.56,-399283.7744271804,305.3651789969928
run_001,3150000,12.6,-401038.5903166991,298.5844161912521
run_001,3160000,12.64,-399885.57357225916,303.2107640442206
run_001,3170000,12.68,-402623.95314594475,301.9186837142672
run_001,3180000,12.72,-400094.8014436036,300.964313377644
run_001,3190000,12.76,-400690.4893173522,301.557964792486
run_001,3200000,12.8,-400177.2233625422,297.8737456837726
run_001,3210000,12.84,-400486.9754267703,303.22753370946464
run_001,3220000,12.88,-401313.5799228952,298.6407801681557
run_001,3230000,12.92,-399129.5843543268,302.47942762274334
run_001,3240000,12.96,-400859.49980430724,304.287208066459
run_001,3250000,13.0,-400882.8495880123,301.0788314997975
run_001,3260000,13.04,-399565.77558593615,299.989303453028
run_001,3270000,13.08,-400878.6554494356,301.7572789770434
run_001,3280000,13.12,-399839.94400111213,301.8175128766957
run_001,3290000,13.16,-399476.43962230184,305.2377348063387
run_001,3300000,13.2,-400437.55155509245,301.11015944585796
run_001,3310000,13.24,-400075.7888952398,302.4446246440107
run_001,3320000,13.28,-400638.1699732139,300.8223635581837
run_001,3330000,13.32,-400829.90929496894,301.240999691169
run_001,3340000,13.36,-399009.27789172507,304.84924194918466
run_001,3350000,13.4,-399500.42640218,302.0472599231403
run_001,3360000,13.44,-399283.7907722329,302.1799956408181
run_001,3370000,13.48,-401010.2627793595,304.7598651618947
run_001,3380000,13.52,-400835.7109895083,300.06006775471735
run_001,3390000,13.56,-401168.90617901925,302.147614654554
run_001,3400000,13.6,-399888.4047141664,303.40894621055895
run_001,3410000,13.64,-399856.42605610285,300.054012773546
run_001,3420000,13.68,-398913.48506065225,301.85142077125516
run_001,3430000,13.72,-400689.1594317774,301.52732132255807
run_001,3440000,13.76,-400083.56824999163,302.2620801246974
run_001,3450000,13.8,-400634.27992674895,301.87161281716135
run_001,3460000,13.84,-401523.9243245174,299.9218035759701
run_001,3470000,13.88,-401424.0552363279,303.2218736183697
run_001,3480000,13.92,-400575.8745330309,304.98116156070455
run_001,3490000,13.96,-400950.93573692837,301.62556997356427
run_001,3500000,14.0,-400649.80336332833,301.12500731273025
run_001,3510000,14.04,-400253.5710841706,299.8501441901076
run_001,3520000,14.08,-400647.7027021812,299.0998267189584
run_001,3530000,14.12,-399207.08673391026,303.0272717887239
run_001,3540000,14.16,-400499.620599417,303.7047452037814
run_001,3550000,14.2,-400767.3415504813,302.50277878926056
run_001,3560000,14.24,-400138.4653391547,299.32515099654745
run_001,3570000,14.28,-398904.2242138549,302.9855450706519
run_001,3580000,14.32,-400935.84764591185,301.5375884645442
run_001,3590000,14.36,-400998.15324756503,302.9145438349167
run_001,3600000,14.4,-398713.0843878584,303.1463706357637
run_001,3610000,14.44,-400611.86211286834,301.2451065479635
run_001,3620000,14.48,-400120.1596694861,302.995785886633
run_001,3630000,14.52,-400483.12519218936,305.0555325250917
run_001,3640000,14.56,-400336.46630276716,299.20957983419015
run_001,3650000,14.6,-399597.131505609,302.66902751142146
run_001,3660000,14.64,-399897.94479563157,301.5348768860197
run_001,3670000,14.68,-400765.0636621821,302.605055319046
run_001,3680000,14.72,-399516.2292616884,302.54879664616277
run_001,3690000,14.76,-399419.17491859896,300.0935544331954
run_001,3700000,14.8,-399327.2050270105,302.09672648670966
run_001,3710000,14.84,-400256.1292883635,302.5100974186764
run_001,3720000,14.88,-399765.9902333091,302.1179189208093
run_001,3730000,14.92,-399866.85917574307,300.2961067163792
run_001,3740000,14.96,-400902.96705509257,304.99640431765323
run_001,3750000,15.0,-400835.5860551421,301.5441173138072
run_001,3760000,15.04,-400102.673788151,301.84039017512134
run_001,3770000,15.08,-401126.29631066066,301.9424034448558
run_001,3780000,15.12,-399810.7358706773,302.5629863629078
run_001,3790000,15.16,-400247.6076768383,302.1345832820331
run_001,3800000,15.2,-399610.11742091435,304.22731640487297
run_001,3810000,15.24,-400083.4391320844,298.8200076108273
run_001,3820000,15.28,-400015.7589546251,302.72015261331165
run_001,3830000,15.32,-399382.0214434026,304.64084529287027
run_001,3840000,15.36,-400155.1657147687,305.72631913485554
run_001,3850000,15.4,-398811.0534618092,299.1370253641545
run_001,3860000,15.44,-401396.75874277996,300.4026217329845
run_001,3870000,15.48,-400443.8973000571,302.1182874848806
run_001,3880000,15.52,-399110.86098235263,303.6501450692189
run_001,3890000,15.56,-400047.65795096825,301.9546976892341
run_001,3900000,15.6,-400018.24745305674,300.3316468232544
run_001,3910000,15.64,-399389.1692519877,300.79487920886686
run_001,3920000,15.68,-398909.05860871193,304.36226350697854
run_001,3930000,15.72,-400279.9386225536,301.6545285791663
run_001,3940000,15.76,-400997.36265719007,302.59452491700887
run_001,3950000,15.8,-399497.932390935,300.30200374151997
run_001,3960000,15.84,-399738.28887624317,302.16385779969625
run_001,3970000,15.88,-400843.84661060944,303.072131301402
run_001,3980000,15.92,-400561.88718465925,299.76263654917915
run_001,3990000,15.96,-400656.3807751599,300.30421512594774
run_001,4000000,16.0,-400266.27171665034,302.0450485387125
run_001,4010000,16.04,-400464.9074686214,300.72540488142704
run_001,4020000,16.08,-401172.3674477285,301.4642178883507
run_001,4030000,16.12,-400051.08465930494,304.36897663827716
run_001,4040000,16.16,-400824.18535141787,301.3099211725019
run_001,4050000,16.2,-400324.49854563014,298.55837977221535
run_001,4060000,16.24,-401862.0513085951,302.96924927349943
run_001,4070000,16.28,-399006.91521200375,301.30581431570744
run_001,4080000,16.32,-400193.5585708637,300.6207590111832
run_001,4090000,16.36,-400066.8019039137,299.9313335898137
run_002,4100000,16.4,-400381.37910116324,300.001518719391
run_002,4110000,16.44,-400350.1117540209,302.86899984610614
run_002,4120000,16.48,-400728.16284207837,303.3384451689205
run_002,4130000,16.52,-400458.2087195243,301.6900686860415
run_002,4140000,16.56,-399668.53447095165,299.5720889243177
run_002,4150000,16.6,-401087.1046709225,302.20816446626736
run_002,4160000,16.64,-400024.4460213622,299.78232840098855
run_002,4170000,16.68,-401425.09247571626,299.53612760136093
run_002,4180000,16.72,-400278.5473643467,299.86941482583546
run_002,4190000,16.76,-399795.93890065094,297.10542122514
run_002,4200000,16.8,-400454.58948640735,297.4801192556254
run_002,4210000,16.84,-401431.8916281196,303.0134506360502
run_002,4220000,16.88,-399509.6361221024,301.45300301018113
run_002,4230000,16.92,-400241.509345938,303.3755648361013
run_002,4240000,16.96,-401280.40181699814,302.3581963692911
run_002,4250000,17.0,-399547.62327285507,301.07862089175677
run_002,4260000,17.04,-400575.1021839725,302.2913019903503
run_002,4270000,17.08,-400901.33065137523,302.1001225413666
run_002,4280000,17.12,-401029.3629072902,301.1671025948736
run_002,4290000,17.16,-400181.4537751952,301.95675111763137
run_002,4300000,17.2,-400839.8936893877,301.56244021335175
run_002,4310000,17.24,-399401.9891295193,305.1669705046494
run_002,4320000,17.28,-400781.5222286049,302.3678053611499
run_002,4330000,17.32,-400542.4479322592,301.10173512422824
run_002,4340000,17.36,-401265.6854159809,302.5771497536477
run_002,4350000,17.4,-401232.8584464148,299.6640719861118
run_002,4360000,17.44,-399831.9362664069,301.8100626172544
run_002,4370000,17.48,-399363.5626928236,303.09879954456096
run_002,4380000,17.52,-399946.8583421856,303.52043684212686
run_002,4390000,17.56,-401035.6749032319,302.09867461108655
run_002,4400000,17.6,-399634.54566467414,303.320411855432
run_002,4410000,17.64,-399762.478777176,301.34117014054704
run_002,4420000,17.68,-400348.5600881954,298.1606464872737
run_002,4430000,17.72,-400572.3894954431,301.57897294455006
run_002,4440000,17.76,-399195.23632865236,302.34911389753404
run_002,4450000,17.8,-401130.2396510842,301.6713508964206
run_002,4460000,17.84,-398974.8324701423,302.9434497885086
run_002,4470000,17.88,-400222.24023404624,299.618712279337
run_002,4480000,17.92,-399643.7046410574,302.9895202974209
run_002,4490000,17.96,-400534.0930124284,303.85764664136025
run_002,4500000,18.0,-400350.77142912964,301.89114671294016
run_002,4510000,18.04,-400785.011482822,302.13903237689374
run_002,4520000,18.08,-400836.6875103242,304.5677116507226
run_002,4530000,18.12,-399588.8180601669,302.39434197428346
run_002,4540000,18.16,-401307.756081759,303.22371643872617
run_002,4550000,18.2,-402368.9984348351,297.8114583557231
run_002,4560000,18.24,-400268.1613600238,299.2253227852357
run_002,4570000,18.28,-400930.8716415623,300.4889973556939
run_002,4580000,18.32,-401254.7100733961,301.3479622498609
run_002,4590000,18.36,-399150.93161437823,301.4289673675314
run_002,4600000,18.4,-399817.4446962364,302.37443951443333
run_002,4610000,18.44,-399398.52955447487,300.2447183544381
run_002,4620000,18.48,-399698.43605520646,304.1479698255233
run_002,4630000,18.52,-400312.45713895373,304.5659741343864
run_002,4640000,18.56,-400085.2623911523,301.8854602958401
run_002,4650000,18.6,-400941.95997044025,302.3003581361022
run_002,4660000,18.64,-401937.53035289235,300.10142590871806
run_002,4670000,18.68,-399649.41383898165,305.2713531148422
run_002,4680000,18.72,-399721.4688615247,301.7833153960802
run_002,4690000,18.76,-400807.0932938529,301.6187252122401
run_002,4700000,18.8,-400875.4505217469,303.35618889635305
run_002,4710000,18.84,-400738.0374796102,302.62074561808134
run_002,4720000,18.88,-400456.3394916882,304.2425591618217
run_002,4730000,18.92,-400040.16578337154,298.31923434195255
run_002,4740000,18.96,-400274.588443608,299.67283854580774
run_002,4750000,19.0,-400464.26737698796,299.76121494490417
run_002,4760000,19.04,-399105.5094719271,303.3793031288245
run_002,4770000,19.08,-400483.54973762995,303.0034204281099
run_002,4780000,19.12,-399924.1673312939,300.9261669962645
run_002,4790000,19.16,-401477.1638720983,299.78780421004785
run_002,4800000,19.2,-401167.65253951657,298.9549020609227
run_002,4810000,19.24,-400217.30879928614,301.12111106397657
run_002,4820000,19.28,-400943.8513584067,299.10053752109593
run_002,4830000,19.32,-400751.91931280727,299.6772876406684
run_002,4840000,19.36,-399124.17315847543,304.3551554856035
run_002,4850000,19.4,-400490.70933945174,303.86791378334635
run_002,4860000,19.44,-400052.95449833735,299.2487529297682
