run,step,time_ns_within_run,potential_energy_kj_mol,temperature_k
run_001,810000,3.24,-404507.29439232335,305.13183427967846
run_001,820000,3.28,-405282.95914223185,300.17264928522064
run_001,830000,3.32,-404949.1274863619,301.8125005802504
run_001,840000,3.36,-404917.695017064,302.90711756087137
run_001,850000,3.4,-404673.6628240261,303.9822451150945
run_001,860000,3.44,-404048.97377742245,301.6621163048053
run_001,870000,3.48,-403562.0484512185,302.5350704116959
run_001,880000,3.52,-404064.1137591996,305.3437654853413
run_001,890000,3.56,-404104.28102231957,302.7513065107398
run_001,900000,3.6,-404521.06833453244,301.51421060433717
run_001,910000,3.64,-403981.750487264,298.7197869045066
run_001,920000,3.68,-403978.4274551431,301.5040875823259
run_001,930000,3.72,-403942.18265824276,300.67739151158446
run_001,940000,3.76,-404635.2751340538,303.7358225818573
run_001,950000,3.8,-404539.11012211465,302.04637369702516
run_001,960000,3.84,-404789.36473971093,301.2873035877608
run_001,970000,3.88,-404503.2701290648,301.7495447758352
run_001,980000,3.92,-405310.6217933672,302.3322968883164
run_001,990000,3.96,-404461.3415912613,302.58521589701957
run_001,1000000,4.0,-402904.5818425631,302.552655248901
run_001,1010000,4.04,-404605.2154300378,302.1587444594023
run_001,1020000,4.08,-403704.1299933167,301.08361690517927
run_001,1030000,4.12,-404696.71842772746,298.41171307999997
run_001,1040000,4.16,-404433.6393356789,301.3007400731623
run_001,1050000,4.2,-403716.21185803367,302.6371094299585
run_001,1060000,4.24,-403667.903157949,301.29620036741494
run_001,1070000,4.28,-404215.416453416,299.79358385532095
run_001,1080000,4.32,-404147.3123103974,300.6831835499517
run_001,1090000,4.36,-404146.7791861736,300.22302958291056
run_001,1100000,4.4,-404411.8642456676,301.42370348228314
run_001,1110000,4.44,-405584.65886309184,299.24443600147487
run_001,1120000,4.48,-404872.1554026839,299.3048871406502
run_001,1130000,4.52,-404135.56910806475,302.9799093944057
run_001,1140000,4.56,-404235.4975355582,302.63810085994936
run_001,1150000,4.6,-404238.66082554613,301.6890414561341
run_001,1160000,4.64,-405527.40245324257,298.44458681127355
run_001,1170000,4.68,-404396.47401054273,301.88495324036677
run_001,1180000,4.72,-404868.7734353922,301.59451643359114
run_001,1190000,4.76,-403806.24719472276,302.1850434444212
run_001,1200000,4.8,-404873.59361270396,301.16376619285575
run_001,1210000,4.84,-405037.2748930468,303.7331874653028
run_001,1220000,4.88,-403753.46031045425,301.0286186309533
run_001,1230000,4.92,-403361.1589990037,304.5360631260023
run_001,1240000,4.96,-404800.4841861224,302.26409694105524
run_001,1250000,5.0,-402562.2457907903,302.3356103517067
run_001,1260000,5.04,-405405.36278485693,302.562543458546
run_001,1270000,5.08,-403995.29518960207,302.2924048763186
run_001,1280000,5.12,-404437.14807689516,301.5013741949827
run_001,1290000,5.16,-404785.34292079834,302.331514180429
run_001,1300000,5.2,-404865.0407456921,302.27046296520666
run_001,1310000,5.24,-403137.2772185004,304.28948405118774
run_001,1320000,5.28,-405106.643621953,302.30558045909095
run_001,1330000,5.32,-404176.155030563,304.5377850833548
run_001,1340000,5.36,-405040.52833917295,301.70179959469976
run_001,1350000,5.4,-404274.5135193579,298.58135196947677
run_001,1360000,5.44,-404199.8186970216,301.6200848912484
run_001,1370000,5.48,-404279.16307344614,303.7006789977101
run_001,1380000,5.52,-404171.1354759168,300.98750037659846
run_001,1390000,5.56,-403803.9937663241,304.5569614265977
run_001,1400000,5.6,-404588.1001312118,303.63769710303194
run_001,1410000,5.64,-404118.4395831083,297.19452404420184
run_001,1420000,5.68,-404114.46922969306,300.4031828483423
run_001,1430000,5.72,-403333.17708564294,303.55045126384243
run_001,1440000,5.76,-404455.5191374002,302.98630150882
run_001,1450000,5.8,-404301.7709353117,301.41141496844995
run_001,1460000,5.84,-405437.0101451862,302.17995584315264
run_001,1470000,5.88,-402743.0780896633,300.5480359880493
run_001,1480000,5.92,-405057.3108403878,303.7473805683288
run_001,1490000,5.96,-403349.2264219641,304.7528471205675
run_001,1500000,6.0,-404590.68510889146,301.42117272678036
run_001,1510000,6.04,-404534.18582405173,297.81724643946967
run_001,1520000,6.08,-404181.7669168173,299.2318604947496
run_001,1530000,6.12,-404177.96177099226,300.5195454209455
run_001,1540000,6.16,-404953.39237386896,303.6932432727791
run_001,1550000,6.2,-404355.301537076,298.5653325480466
run_001,1560000,6.24,-403967.3120158324,301.68197099488395
run_001,1570000,6.28,-404776.7390815979,303.92338548195704
run_001,1580000,6.32,-404973.38571937126,302.55933435620733
run_001,1590000,6.36,-404262.703713136,303.40836369200446
run_001,1600000,6.4,-403857.9168794984,302.0383118057843
run_001,1610000,6.44,-404878.634861978,300.20351406624974
run_001,1620000,6.48,-403330.1170961608,300.48351476785916
run_001,1630000,6.52,-405292.5682128896,303.34058118894995
run_001,1640000,6.56,-403489.55840850365,300.1429846562857
run_001,1650000,6.6,-404254.4524175823,300.7381557339147
run_001,1660000,6.64,-404436.58030799846,302.2368326163085
run_001,1670000,6.68,-403820.01479038363,301.681031745419
run_001,1680000,6.72,-404052.3222567325,302.7999909413402
run_001,1690000,6.76,-403957.6365176535,302.8824883526791
run_001,1700000,6.8,-404793.15190573107,301.95090942501724
run_001,1710000,6.84,-404038.5820348363,303.44076779854555
run_001,1720000,6.88,-404362.07013057265,302.82613338478154
run_001,1730000,6.92,-403794.891589487,302.83727392704645
run_001,1740000,6.96,-403639.97900433815,302.7857456577883
run_001,1750000,7.0,-404074.86045036116,303.4677973109261
run_001,1760000,7.04,-404812.7641125764,301.71468818458004
run_001,1770000,7.08,-404524.03028074745,299.7208702925754
run_001,1780000,7.12,-403473.6393178955,301.76509457253286
run_001,1790000,7.16,-403270.62774723815,304.5680236980739
run_001,1800000,7.2,-403917.0423589796,304.3620410723558
run_001,1810000,7.24,-405423.42315003485,301.6323994953445
run_001,1820000,7.28,-404006.0450798895,303.6709100077234
run_001,1830000,7.32,-404496.88860225515,304.48380432938256
run_001,1840000,7.36,-404364.2675323668,303.69530440354947
run_001,1850000,7.4,-404661.19816957996,300.2826458336725
run_001,1860000,7.44,-404528.3678059315,300.9446601648911
run_001,1870000,7.48,-404528.55038363975,304.32081845694927
run_001,1880000,7.52,-403070.1477526969,302.63116085001377
run_001,1890000,7.56,-404166.3186908916,301.18531675002396
run_001,1900000,7.6,-405362.2680142899,304.1485966314438
run_001,1910000,7.64,-405169.8360778617,301.28153763965645
run_001,1920000,7.68,-403925.59229663154,304.0819360096947
run_001,1930000,7.72,-403534.2719820398,303.8317042980718
run_001,1940000,7.76,-403753.90611810563,302.2615400952895
run_001,1950000,7.8,-404187.03516129847,298.9392060156261
run_001,1960000,7.84,-405575.84700062196,301.4165808405072
run_001,1970000,7.88,-404475.6947850955,299.62858903264316
run_001,1980000,7.92,-403570.3902108688,303.0145050830317
run_001,1990000,7.96,-404381.3420359262,298.72500495708965
run_001,2000000,8.0,-403412.04872625857,302.2127513036375
run_001,2010000,8.04,-403635.3162570228,300.86818960428576
run_001,2020000,8.08,-404420.67997659673,301.1138816101613
run_001,2030000,8.12,-404814.9792222178,298.89806167100835
run_001,2040000,8.16,-405779.2671446479,301.55039779900096
run_001,2050000,8.2,-403008.63413848355,303.66530060119663
run_001,2060000,8.24,-404582.7303507549,306.6893186146838
run_001,2070000,8.28,-404313.7883831442,302.13570675724793
run_001,2080000,8.32,-404527.51148065156,301.3096629430794
run_001,2090000,8.36,-404292.5796094651,299.5383428132183
run_001,2100000,8.4,-404135.8174471264,301.5584857805048
run_001,2110000,8.44,-403841.1547521313,303.59125643504234
run_001,2120000,8.48,-404992.49855814176,301.83814730869636
run_001,2130000,8.52,-403645.13373629143,301.0931137608805
run_001,2140000,8.56,-405449.0793484512,304.44127720083026
run_001,2150000,8.6,-403513.1410180738,301.3819851518812
run_001,2160000,8.64,-404822.1975492444,302.48878628528377
run_001,2170000,8.68,-404588.610293027,300.6934631135405
run_001,2180000,8.72,-404353.69311696896,298.568933004329
run_001,2190000,8.76,-404992.2158437399,301.1828120847841
run_001,2200000,8.8,-404558.03590077953,302.6055923923566
run_001,2210000,8.84,-405204.74594706297,303.4433246443113
run_001,2220000,8.88,-403817.8482835768,302.4889950073871
run_001,2230000,8.92,-404708.7531744826,298.97805441710733
run_001,2240000,8.96,-404034.1128728732,302.76539525271426
run_001,2250000,9.0,-404579.49739544326,303.2590752076018
run_001,2260000,9.04,-404407.04740562034,300.3504805172529
run_001,2270000,9.08,-404101.6640353475,303.08239194713786
run_001,2280000,9.12,-403619.3067271835,300.7053602734299
run_001,2290000,9.16,-404822.07857338595,300.1232343272586
run_001,2300000,9.2,-404874.57287407736,299.90950289345466
run_001,2310000,9.24,-405004.49511620915,300.7802393279975
run_001,2320000,9.28,-404359.40332140843,303.960146662405
run_001,2330000,9.32,-404499.09637461207,301.0958271482237
run_001,2340000,9.36,-404751.28597094445,304.13069871108377
run_001,2350000,9.4,-404858.8418765052,299.6066471215312
run_001,2360000,9.44,-404215.4576361724,300.69116717040384
run_001,2370000,9.48,-404422.11685478315,304.2417388700523
run_001,2380000,9.52,-404818.4244273254,303.3391201342267
run_001,2390000,9.56,-405233.9686645593,304.6794291207232
run_001,2400000,9.6,-404446.0465792462,305.20577408478107
run_001,2410000,9.64,-404291.28689107415,301.91730516638205
run_001,2420000,9.68,-404828.1578565219,300.14713300808927
run_001,2430000,9.72,-403863.2497873781,301.4034313479978
run_001,2440000,9.76,-404328.8161284276,302.0446256494098
run_001,2450000,9.8,-404638.00080728624,299.3880889890878
run_001,2460000,9.84,-404110.9840290209,303.0438305385487
run_001,2470000,9.88,-403506.1996514085,301.7704169861676
run_001,2480000,9.92,-404689.8230221574,301.0354542798372
run_001,2490000,9.96,-403787.1922393106,302.3306792920157
run_001,2500000,10.0,-404102.40200060885,300.4569809704741
run_001,2510000,10.04,-405083.23883883446,300.04175443617345
run_001,2520000,10.08,-404092.90941289905,302.2883087050409
run_001,2530000,10.12,-404096.0535686589,302.08266525274064
run_001,2540000,10.16,-404480.0277032424,301.024392008361
run_001,2550000,10.2,-404308.2644429365,300.3417141889133
run_001,2560000,10.24,-404519.2558884751,302.85227582822296
run_001,2570000,10.28,-405104.9595459418,302.67642745617223
run_001,2580000,10.32,-404736.69885351346,300.8379509895666
run_001,2590000,10.36,-404921.7995663963,301.15171249138876
run_001,2600000,10.4,-405551.43053131783,301.5776882140106
run_001,2610000,10.44,-405019.46242209757,299.28873726790545
run_001,2620000,10.48,-404604.37480996107,303.8342872341005
run_001,2630000,10.52,-403819.29728944926,303.90355688214123
run_001,2640000,10.56,-404064.44493085844,298.45058757174417
run_001,2650000,10.6,-404701.13852843246,304.8568950890746
run_001,2660000,10.64,-404786.98500130186,303.73806634446805
run_001,2670000,10.68,-405210.9774345113,305.0117407994783
run_001,2680000,10.72,-404683.3630656572,298.55427027657043
run_001,2690000,10.76,-403254.8880343265,300.2063839951704
run_001,2700000,10.8,-404987.5457788501,302.95280161123645
run_001,2710000,10.84,-404562.4223830672,300.5795269353883
run_001,2720000,10.88,-403479.71163267083,303.89625160852484
run_001,2730000,10.92,-404825.1345838534,303.3661496466072
run_001,2740000,10.96,-404638.2043269037,300.1344009597865
run_001,2750000,11.0,-404399.8508497821,302.37440657266205
run_001,2760000,11.04,-404111.26196003496,301.5586945026081
run_001,2770000,11.08,-404148.79816135834,301.74547469482036
run_001,2780000,11.12,-404299.4065998802,303.58656018771757
run_001,2790000,11.16,-405206.7216626764,299.7009634219708
run_001,2800000,11.2,-404308.9667098692,300.1126938610408
run_001,2810000,11.24,-404387.2564669682,303.5633920342485
run_001,2820000,11.28,-403296.50408226415,303.9260727790373
run_001,2830000,11.32,-403679.28734273673,301.55261547134876
run_001,2840000,11.36,-404936.13056956674,303.2155044685329
run_001,2850000,11.4,-404285.06056530494,303.61098067380647
run_001,2860000,11.44,-404526.0146761588,300.0445721845683
run_001,2870000,11.48,-405538.8238923659,298.2857492906438
run_001,2880000,11.52,-403956.75380993914,302.4406236599417
run_001,2890000,11.56,-404824.14563447214,304.0935461766921
run_001,2900000,11.6,-403832.2792580528,302.8716608935691
run_001,2910000,11.64,-403480.87908704625,302.4272915355919
run_001,2920000,11.68,-403536.36426575086,299.67127270277297
run_001,2930000,11.72,-403807.29625982395,301.30872369361447
run_001,2940000,11.76,-404784.2387321787,300.3764142385909
run_001,2950000,11.8,-404773.51094514714,299.43299033156546
run_001,2960000,11.84,-404508.737698243,300.50394344372205
run_001,2970000,11.88,-403908.64783104695,301.8283373698401
run_001,2980000,11.92,-404570.93037349544,303.9612424534475
run_001,2990000,11.96,-404128.8328109514,301.29479149321753
run_001,3000000,12.0,-404512.9364529778,303.05176197847504
run_001,3010000,12.04,-404608.3102619611,300.62437609734013
run_001,3020000,12.08,-404988.53716148715,300.4111403785315
run_001,3030000,12.12,-404671.3331775833,303.6378014640836
run_001,3040000,12.16,-403051.80773524055,304.4790037210061
run_001,3050000,12.2,-403898.4746036094,299.8081944025536
run_001,3060000,12.24,-403569.3905286656,302.2791249324946
run_001,3070000,12.28,-404292.1959659993,303.48472989155823
run_001,3080000,12.32,-404805.35656500165,304.1534494203462
run_001,3090000,12.36,-404528.40568218916,304.8254824125243
run_001,3100000,12.4,-404931.54136920813,302.14178578850726
run_001,3110000,12.44,-404901.50860251207,301.96919869932105
run_001,3120000,12.48,-404990.3560021806,303.16650695477756
run_001,3130000,12.52,-404430.33308534627,302.26581889840764
run_001,3140000,12.56,-404854.8616975043,298.2029909766757
run_001,3150000,12.6,-405254.98609003564,298.0360654745422
run_001,3160000,12.64,-404739.7736320589,302.60415742789627
run_001,3170000,12.68,-403735.13104654686,298.56778503276064
run_001,3180000,12.72,-405271.3615659543,301.17318477776826
run_001,3190000,12.76,-404237.69965317403,300.04185879722513
run_001,3200000,12.8,-403699.1733692833,302.3869038085986
run_001,3210000,12.84,-403815.10201904504,301.3613216636521
run_001,3220000,12.88,-404179.3596122046,302.3872951625424
run_001,3230000,12.92,-404732.11443688185,302.56074323040485
run_001,3240000,12.96,-404441.0280557731,303.07487795141816
run_001,3250000,13.0,-403863.80577559257,301.20561497457226
run_001,3260000,13.04,-403854.9169551006,301.1252047842666
run_001,3270000,13.08,-404331.5236514618,301.3185858129965
run_001,3280000,13.12,-405533.8498940943,300.7484352975034
run_001,3290000,13.16,-404077.0347214227,301.852444772774
run_001,3300000,13.2,-403930.9927359598,301.1389543528231
run_001,3310000,13.24,-405339.84090045514,301.3713664148746
run_001,3320000,13.28,-404931.8131294863,299.91472094603773
run_001,3330000,13.32,-403645.42685324186,299.47812648640934
run_001,3340000,13.36,-404314.02411079756,301.4063534574443
run_001,3350000,13.4,-405179.5234180002,300.63235971779227
run_001,3360000,13.44,-403180.67135953135,303.5055238311019
run_001,3370000,13.48,-404749.3268470329,301.8169098346831
run_001,3380000,13.52,-404278.266976136,303.3702719081478
run_001,3390000,13.56,-403773.19957595575,302.9132748629194
run_001,3400000,13.6,-404971.8982226718,302.03645939711726
run_001,3410000,13.64,-405534.2215983949,307.26893989561523
run_001,3420000,13.68,-405458.7360897227,302.16537138618287
run_001,3430000,13.72,-404129.3545322786,302.3064675280301
run_001,3440000,13.76,-404606.6617236326,298.689991824257
run_001,3450000,13.8,-404918.2246615796,303.5742977641472
run_001,3460000,13.84,-404087.0956529365,300.957366122931
run_001,3470000,13.88,-404708.4170473814,302.4889950073871
run_001,3480000,13.92,-403965.64163038135,300.18308539038685
run_001,3490000,13.96,-404236.5136900819,300.17909358016084
run_001,3500000,14.0,-404010.9095465343,301.4052054858761
run_001,3510000,14.04,-404405.4790359754,299.72796684408837
run_001,3520000,14.08,-405015.64248890174,299.7974191239695
run_001,3530000,14.12,-404222.8924795664,300.6437350724234
run_001,3540000,14.16,-404929.944221328,301.31341994093924
run_001,3550000,14.2,-404570.61182089127,299.4866319121198
run_001,3560000,14.24,-405965.93698340794,303.08364427975783
run_001,3570000,14.28,-404026.79619649565,299.93188833903616
run_001,3580000,14.32,-404207.65308209765,302.03724210500474
run_001,3590000,14.36,-404819.69474426704,301.4391750081921
run_001,3600000,14.4,-404702.0855565998,299.70845132742755
run_001,3610000,14.44,-404635.9980977876,303.75567727193595
run_001,3620000,14.48,-403331.7636078389,301.95584048470823
run_001,3630000,14.52,-405771.9463644007,302.39486133878785
run_001,3640000,14.56,-405301.94485248276,300.66810337798654
run_001,3650000,14.6,-402652.7530853646,300.73061564793215
run_001,3660000,14.64,-405351.67720002704,302.87732248062184
run_001,3670000,14.68,-403783.14022401907,304.62323069440316
run_001,3680000,14.72,-404629.96414091066,301.8392952802646
run_001,3690000,14.76,-404095.1668577674,303.62334745842844
run_001,3700000,14.8,-405534.2729981702,301.42112054625454
run_001,3710000,14.84,-404048.83693919936,303.80483132726886
run_001,3720000,14.88,-404286.3174180973,299.2689347583526
run_001,3730000,14.92,-405147.8720780595,302.99702460687826
run_001,3740000,14.96,-404472.4101614547,300.2601038465135
run_001,3750000,15.0,-403910.6135439982,301.86261997531113
run_001,3760000,15.04,-405487.11860947334,301.8626721558369
run_001,3770000,15.08,-404359.92457355885,299.13451772381177
run_001,3780000,15.12,-404904.6296775625,302.1207309463344
run_001,3790000,15.16,-404421.6694297034,300.1772933520196
run_001,3800000,15.2,-403236.4902012993,302.8916199446995
run_001,3810000,15.24,-404857.86883074744,304.74267191803045
run_001,3820000,15.28,-404762.45475181355,300.58795409031
run_001,3830000,15.32,-403852.8603251125,303.07281682064786
run_001,3840000,15.36,-404598.57771721995,302.3882865925331
run_001,3850000,15.4,-403281.1052413462,299.73021060669913
run_001,3860000,15.44,-404069.27366027934,303.6268957341849
run_001,3870000,15.48,-403161.38864520495,303.6582301399465
run_001,3880000,15.52,-404194.5333349968,304.19315880050357
run_001,3890000,15.56,-404383.1523658193,301.72332406160507
run_001,3900000,15.6,-404564.5679260446,301.49714757239036
run_001,3910000,15.64,-405204.46849494264,298.07780989520705
run_001,3920000,15.68,-403679.4987976609,302.570579259524
run_001,3930000,15.72,-403688.971908964,301.5144193264405
run_001,3940000,15.76,-404415.18544589495,301.3355444838916
run_001,3950000,15.8,-405989.2165817921,303.1461043691776
run_001,3960000,15.84,-404266.6112702652,303.20162444866185
run_001,3970000,15.88,-404435.80308912415,300.55153208327994
run_001,3980000,15.92,-404407.9430504907,300.5221022667112
run_001,3990000,15.96,-404921.32830711803,302.1474734658228
run_001,4000000,16.0,-404228.66755578574,305.8714410528078
run_001,4010000,16.04,-403920.65702272975,306.0400624220309
run_001,4020000,16.08,-404106.3502852896,301.75126673318766
run_001,4030000,16.12,-404242.54171626456,300.08208998264087
run_001,4040000,16.16,-404454.8974223819,302.15978806991893
run_001,4050000,16.2,-404098.47325051925,300.1223994388453
run_001,4060000,16.24,-403698.2888207827,302.74376642475727
run_001,4070000,16.28,-403643.2135627037,300.3490194625296
run_002,4080000,16.32,-404014.8044005255,301.11956928747685
run_002,4090000,16.36,-404938.3818574266,299.5533186241318
run_002,4100000,16.4,-403787.60290733376,300.2205510079335
run_002,4110000,16.44,-403720.8452321163,301.80107304509335
run_002,4120000,16.48,-404258.14401687286,299.78359128462426
run_002,4130000,16.52,-403779.2348665872,303.34045073763536
run_002,4140000,16.56,-405323.0074376669,300.49504666406784
run_002,4150000,16.6,-405245.19558847067,300.14243676076444
run_002,4160000,16.64,-404333.3466833746,302.71733698842377
run_002,4170000,16.68,-405689.68050208595,302.9900845969427
run_002,4180000,16.72,-405355.97423348506,303.2851393802544
run_002,4190000,16.76,-403954.814662562,301.9339507541222
run_002,4200000,16.8,-404903.70819767774,299.75984914537116
run_002,4210000,16.84,-404915.3430541856,302.48288988586484
run_002,4220000,16.88,-404335.1959643108,301.3930474233574
run_002,4230000,16.92,-404183.4612740476,301.83731242028307
run_002,4240000,16.96,-405573.24093678663,298.98418562889253
run_002,4250000,17.0,-404337.47876742063,302.1397507479998
run_002,4260000,17.04,-404468.7575009186,303.05713657263567
run_002,4270000,17.08,-404449.8625893418,303.03983872832265
run_002,4280000,17.12,-404117.93071907316,304.2406952595357
run_002,4290000,17.16,-404313.74371203105,302.8151232938312
run_002,4300000,17.2,-402983.39347866876,300.6076783290742
run_002,4310000,17.24,-403783.1884652185,303.76162585188075
run_002,4320000,17.28,-404891.8817599525,305.98469888412416
run_002,4330000,17.32,-404817.9182955576,298.85237762064327
run_002,4340000,17.36,-404631.2278950156,302.2032283576733
run_002,4350000,17.4,-405136.766236695,301.85239259224824
run_002,4360000,17.44,-404962.3445676416,301.9347856425355
run_002,4370000,17.48,-404255.85554748005,302.74867139418535
run_002,4380000,17.52,-403947.75747015,302.8815491032141
run_002,4390000,17.56,-404617.1321053582,301.652932532259
run_002,4400000,17.6,-404953.01332574827,302.5358009390576
run_002,4410000,17.64,-404382.04919704865,301.7512145526618
run_002,4420000,17.68,-404960.7209713268,301.23655802639007
run_002,4430000,17.72,-404936.7041865061,301.16193987445166
run_002,4440000,17.76,-404254.8140243294,302.17852087869227
run_002,4450000,17.8,-404618.8779690219,301.2991746573873
run_002,4460000,17.84,-405747.80066998024,302.95428875622264
run_002,4470000,17.88,-403342.6849479645,302.514041659786
run_002,4480000,17.92,-404372.5773891744,301.31094136596226
run_002,4490000,17.96,-404389.67211477784,303.48000755397055
run_002,4500000,18.0,-404799.7061716218,302.53193958014606
run_002,4510000,18.04,-403939.51119760075,303.94462295597026
run_002,4520000,18.08,-404604.71507273964,302.30654579881883
run_002,4530000,18.12,-402594.2254393045,301.2550299325343
run_002,4540000,18.16,-403001.0344088103,305.6444818557057
run_002,4550000,18.2,-403530.2932059264,302.7207809031286
run_002,4560000,18.24,-404155.9678515615,301.8486877749142
run_002,4570000,18.28,-403173.165735418,305.27235643574153
run_002,4580000,18.32,-403418.730997039,303.9913767071149
run_002,4590000,18.36,-404331.6540969955,303.5007754032513
run_002,4600000,18.4,-403583.5733906203,300.2918296062188
run_002,4610000,18.44,-405026.47442937107,303.56725339316006
run_002,4620000,18.48,-404877.1933136268,302.310511518782
run_002,4630000,18.52,-405175.4422703532,301.3201512287714
run_002,4640000,18.56,-403016.5468117753,302.57391881317716
run_002,4650000,18.6,-403987.0286821162,300.78642272030845
run_002,4660000,18.64,-403979.26118586725,299.1004438404441
run_002,4670000,18.68,-405950.93770407815,299.19100314302386
run_002,4680000,18.72,-404576.32070607576,299.4321032626263
run_002,4690000,18.76,-405129.12878849846,299.261707755525
run_002,4700000,18.8,-405490.8313882018,303.4242004815942
run_002,4710000,18.84,-403979.9922075579,301.10900273099605
run_002,4720000,18.88,-404124.29014454107,300.78415286743484
run_002,4730000,18.92,-404255.30539936153,303.46101384256804
run_002,4740000,18.96,-404617.2900050967,301.04502940632716
run_002,4750000,19.0,-404624.8104154933,305.8417242433471
run_002,4760000,19.04,-404617.6219992747,304.72952242552105
run_002,4770000,19.08,-404859.6226687145,298.1253463542391
run_002,4780000,19.12,-404214.2000770157,300.2198987513607
run_002,4790000,19.16,-404583.577795472,301.54160538039844
run_002,4800000,19.2,-403261.9034469004,299.66253246469626
run_002,4810000,19.24,-403772.464374274,300.0455375242962
run_002,4820000,19.28,-403794.80515465024,302.2824644861478
run_002,4830000,19.32,-404449.9267004009,300.5706301557341
run_002,4840000,19.36,-405122.80545551213,304.024406979966
run_002,4850000,19.4,-403534.1408112969,300.29715201985357
